"","course_code","title","credits","department","course_number"
"2107","LA 199","Special Studies: [Topic]","1-5","LA","199"
"2108","LA 227","Introduction to Landscape Architecture","2","LA","227"
"2109","LA 260","Understanding Landscapes","4","LA","260"
"2110","LA 289","Landscape Architectural Design","6","LA","289"
"2111","LA 301","Environmental Design Careers","2","LA","301"
"2112","LA 326","Plants: Fall","4","LA","326"
"2113","LA 327","Winter Plants","4","LA","327"
"2114","LA 328","Spring Plants","4","LA","328"
"2115","LA 337","Landscape Field Work: [Topic]","1-4","LA","337"
"2116","LA 352","Digital Landscape Media","2-4","LA","352"
"2117","LA 375","Contemporary American Landscape","4","LA","375"
"2118","LA 390","Urban Farm","2-4","LA","390"
"2119","LA 399","Special Studies: [Topic]","1-5","LA","399"
"2120","LA 401","Research: [Topic]","1-21","LA","401"
"2121","LA 404","Internship: [Topic]","1-12","LA","404"
"2122","LA 405","Special Problems: [Topic]","1-12","LA","405"
"2123","LA 406","Practicum: [Topic]","1-12","LA","406"
"2124","LA 407","Seminar: [Topic]","1-5","LA","407"
"2125","LA 408","Workshop: [Topic]","1-21","LA","408"
"2126","LA 409","Terminal Project","1-12","LA","409"
"2127","LA 410","Experimental Course: [Topic]","1-5","LA","410"
"2128","LA 413","Analyzing Landscape Systems","4","LA","413"
"2129","LA 415","Computers in Landscape Architecture","4","LA","415"
"2130","LA 429","Civic Agriculture","4","LA","429"
"2131","LA 439","Landscape Architectural Design and Process","6","LA","439"
"2132","LA 440","Introduction to Landscape Planning Analysis","4","LA","440"
"2133","LA 441","Principles of Applied Ecology","2-6","LA","441"
"2134","LA 450","Advanced Landscape Media: [Topic]","2-4","LA","450"
"2135","LA 451","Landscape Media I","2","LA","451"
"2136","LA 452","Landscape Media II","2","LA","452"
"2137","LA 453","Landscape Media III","2","LA","453"
"2138","LA 459","Landscape Technology Topics","2-4","LA","459"
"2139","LA 462","Professional Practice Landscape Architecture","2","LA","462"
"2140","LA 464","Landscape Materials and Construction I","4","LA","464"
"2141","LA 465","Landscape Materials and Construction II","4","LA","465"
"2142","LA 466","Landscape Materials and Construction III","4","LA","466"
"2143","LA 472","Landscape Architectural Theory: [Topic]","4","LA","472"
"2144","LA 474","History of Landscape Architecture I","4","LA","474"
"2145","LA 475","History of Landscape Architecture II","4","LA","475"
"2146","LA 489","Site Planning and Design","6","LA","489"
"2147","LA 490","Comprehensive Project Preparation","3","LA","490"
"2148","LA 494","Land Planning and Design","6","LA","494"
"2149","LA 499","Comprehensive Project","8","LA","499"
"2150","LT 199","Special Studies: [Topic]","1-5","LT","199"
"2151","LT 399","Special Studies: [Topic]","1-5","LT","399"
"2152","LT 402","Supervised College Teaching","1-12","LT","402"
"2153","LT 405","Reading and Conference: [Topic]","1-12","LT","405"
"2154","LT 406","Supervised Tutoring","1-4","LT","406"
"2155","LT 407","Seminar: [Topic]","1-5","LT","407"
"2156","LT 409","Terminal Project","1-12","LT","409"
"2157","LT 410","Experimental Course: [Topic]","1-8","LT","410"
"2158","LT 428","Teaching English Culture and Literature","4","LT","428"
"2159","LT 434","Language Learning in Context","4","LT","434"
"2160","LT 435","Language Learning Design","4","LT","435"
"2161","LT 436","Design for Learning Language Systems","4","LT","436"
"2162","LT 437","Second-Language Teaching Practice","4","LT","437"
"2163","LT 438","Design for Language Learning Pragmatics","4","LT","438"
"2164","LT 439","Design for Language Learning Pronunciation","4","LT","439"
"2165","LT 448","Curriculum and Materials Development","5","LT","448"
"2166","LT 449","Measuring Language Ability","5","LT","449"
"2167","LAT 101","First-Year Latin","5","LAT","101"
"2168","LAT 102","First-Year Latin","5","LAT","102"
"2169","LAT 103","First-Year Latin","5","LAT","103"
"2170","LAT 199","Special Studies: [Topic]","1-5","LAT","199"
"2171","LAT 301","Authors: [Topic]","4","LAT","301"
"2172","LAT 302","Vergil: [Topic]","4","LAT","302"
"2173","LAT 303","Authors: [Topic]","4","LAT","303"
"2174","LAT 399","Special Studies: [Topic]","1-5","LAT","399"
"2175","LAT 401","Research: [Topic]","1-21","LAT","401"
"2176","LAT 403","Thesis","1-12","LAT","403"
"2177","LAT 405","Reading and Conference: [Topic]","1-21","LAT","405"
"2178","LAT 407","Seminar: [Topic]","1-5","LAT","407"
"2179","LAT 408","Workshop: [Topic]","1-12","LAT","408"
"2180","LAT 409","Terminal Project","1-12","LAT","409"
"2181","LAT 410","Experimental Course: [Topic]","1-5","LAT","410"
"2182","LAT 411","Authors: [Topic]","4","LAT","411"
"2183","LAS 199","Special Studies: [Topic]","1-5","LAS","199"
"2184","LAS 200","Introduction to Latin American Studies","4","LAS","200"
"2185","LAS 211","Latin American Humanities: [Topic]","4","LAS","211"
"2186","LAS 399","Special Studies: [Topic]","1-5","LAS","399"
"2187","LAS 400M","Temporary Multilisted Course","1-5","LAS","400M"
"2188","LAS 401","Research: [Topic]","1-4","LAS","401"
"2189","LAS 403","Thesis","1-4","LAS","403"
"2190","LAS 404","Internship: [Topic]","1-12","LAS","404"
"2191","LAS 405","Reading and Conference: [Topic]","1-4","LAS","405"
"2192","LAS 407","Seminar: [Topic]","4","LAS","407"
"2193","LAS 410","Experimental Course: [Topic]","1-5","LAS","410"
"2194","LAW 101","Introduction to United States law","4","LAW","101"
"2195","LAW 102","Introduction to Criminal Law","4","LAW","102"
"2196","LAW 103","Introduction to Criminal Investigation","4","LAW","103"
"2197","LAW 104","Introduction to Business Law","4","LAW","104"
"2198","LAW 196","Field Studies: [Topic]","1-6","LAW","196"
"2199","LAW 199","Special Studies: [Topic]","1-5","LAW","199"
"2200","LAW 201","Introduction to Environmental Law and Policy","4","LAW","201"
"2201","LAW 202","Introduction to Public International Law","4","LAW","202"
"2202","LAW 203","Controversies in Constitutional Law","4","LAW","203"
"2203","LAW 204","Immigration and Citizenship","4","LAW","204"
"2204","LAW 250","Introduction to Legal Research","2","LAW","250"
"2205","LAW 301","Youth and Social Change","4","LAW","301"
"2206","LAW 304","American Law and Families","4","LAW","304"
"2207","LAW 310","Environmental Regulation","4","LAW","310"
"2208","LAW 399","Special Studies: [Topic]","1-5","LAW","399"
"2209","LAW 401","Research: [Topic]","1-6","LAW","401"
"2210","LAW 403","Thesis","1-12","LAW","403"
"2211","LAW 404","Internship: [Topic]","1-12","LAW","404"
"2212","LAW 405","Reading and Conference: [Topic]","1-6","LAW","405"
"2213","LAW 407","Seminar: [Topic]","1-5","LAW","407"
"2214","LAW 408","Workshop: [Topic]","1-12","LAW","408"
"2215","LAW 410","Experimental Course: [Topic]","1-5","LAW","410"
"2216","LAW 415","Human Rights, Law, and Culture","4","LAW","415"
"2217","LAW 416","Transitional Justice","4","LAW","416"
"2218","LAW 417","The Death Penalty","4","LAW","417"
"2219","LAW 418","Race and the Courts","4","LAW","418"
"2220","LAW 419","Legal Secrets","4","LAW","419"
"2221","LIB 199","Special Studies: [Topic]","1-5","LIB","199"
"2222","LIB 350M","Humanities Research Data Management","4","LIB","350M"
"2223","LIB 399","Special Studies: [Topic]","1-5","LIB","399"
"2224","LIB 400M","Temporary Multilisted Course","1-5","LIB","400M"
"2225","LIB 405","Reading and Conference: [Topic]","1-21","LIB","405"
"2226","LIB 406","Practicum: [Topic]","1-12","LIB","406"
"2227","LIB 407","Seminar: [Topic]","1-5","LIB","407"
"2228","LIB 408","Workshop: [Topic]","1-12","LIB","408"
"2229","LIB 409","Terminal Project","1-12","LIB","409"
"2230","LIB 410","Experimental Course: [Topic]","1-5","LIB","410"
"2231","LING 101","Introduction to Language","4","LING","101"
"2232","LING 144","Learning How To Learn Languages","4","LING","144"
"2233","LING 150","Structure of English Words","4","LING","150"
"2234","LING 196","Field Studies: [Topic]","1-2","LING","196"
"2235","LING 198","Workshop: [Topic]","1-2","LING","198"
"2236","LING 199","Special Studies: [Topic]","1-5","LING","199"
"2237","LING 199L","Special Studies: [Topic]","4","LING","199L"
"2238","LING 201","Language and Power in the United States","4","LING","201"
"2239","LING 211","Languages of the World","4","LING","211"
"2240","LING 225","Writing Systems","4","LING","225"
"2241","LING 294","Child Language","4","LING","294"
"2242","LING 296","Language and Society in the United States","4","LING","296"
"2243","LING 297","Introduction to Bilingualism in the United States","4","LING","297"
"2244","LING 301","Introduction to Linguistics Analysis","4","LING","301"
"2245","LING 302","Introduction to Linguistic Behavior","4","LING","302"
"2246","LING 311","Phonetics and Phonology","4","LING","311"
"2247","LING 312","Morphosyntax","4","LING","312"
"2248","LING 399","Special Studies: [Topic]","1-5","LING","399"
"2249","LING 401","Research: [Topic]","1-21","LING","401"
"2250","LING 403","Thesis","1-12","LING","403"
"2251","LING 404","Internship: [Topic]","1-12","LING","404"
"2252","LING 405","Reading and Conference: [Topic]","1-21","LING","405"
"2253","LING 406","Field Studies: [Topic]","1-21","LING","406"
"2254","LING 407","Seminar: [Topic]","1-5","LING","407"
"2255","LING 408","Workshop: [Topic]","1-21","LING","408"
"2256","LING 409","Terminal Project","1-12","LING","409"
"2257","LING 410","Experimental Course: [Topic]","1-5","LING","410"
"2258","LING 411","Phonetics","4","LING","411"
"2259","LING 415","Semantics","4","LING","415"
"2260","LING 416","Language and Cognition","4","LING","416"
"2261","LING 420","Language, Mind and Society","4","LING","420"
"2262","LING 430","Research Methods for Applied Linguistics","4","LING","430"
"2263","LING 431","Statistical Methods in Linguistics","4","LING","431"
"2264","LING 435","Advanced Morphology","4","LING","435"
"2265","LING 444","Second-Language Acquisition","4","LING","444"
"2266","LING 450","Introduction to Phonology","4","LING","450"
"2267","LING 451","Advanced Syntax","4","LING","451"
"2268","LING 460","Historical Linguistics","4","LING","460"
"2269","LING 491","Sociolinguistics","4","LING","491"
"2270","LING 493","Corpus Linguistics","4","LING","493"
"2271","LING 494","English Grammar","4","LING","494"
"2272","MGMT 199","Special Studies: [Topic]","1-5","MGMT","199"
"2273","MGMT 225","Introduction to Entrepreneurship","4","MGMT","225"
"2274","MGMT 250","Introduction to Sustainable Business","4","MGMT","250"
"2275","MGMT 311","Managing People in Organizations","4","MGMT","311"
"2276","MGMT 311H","Managing People in Organizations","4","MGMT","311H"
"2277","MGMT 335","Launching New Ventures","4","MGMT","335"
"2278","MGMT 401","Research: [Topic]","1-21","MGMT","401"
"2279","MGMT 405","Special Problems: [Topic]","1-12","MGMT","405"
"2280","MGMT 406","Practicum: [Topic]","1-12","MGMT","406"
"2281","MGMT 407","Seminar: [Topic]","4","MGMT","407"
"2282","MGMT 409","Terminal Project","1-12","MGMT","409"
"2283","MGMT 410","Experimental Course: [Topic]","1-4","MGMT","410"
"2284","MGMT 415","Human Resources Management","4","MGMT","415"
"2285","MGMT 416","Organizational Development and Change Management","4","MGMT","416"
"2286","MGMT 417","Negotiation Strategies","4","MGMT","417"
"2287","MGMT 420","Managing in a Global Economy","4","MGMT","420"
"2288","MGMT 422","Sustainable Business Strategy and Implementation","4","MGMT","422"
"2289","MGMT 443","Life Cycle Assessment","4","MGMT","443"
"2290","MGMT 455","Implementing Entrepreneurial Strategies","4","MGMT","455"
"2291","MGMT 460","Lean Launchpad Entrepreneurship","4","MGMT","460"
"2292","MGMT 461","Business of Food","4","MGMT","461"
"2293","MKTG 199","Special Studies: [Topic]","1-5","MKTG","199"
"2294","MKTG 311","Marketing Management","4","MKTG","311"
"2295","MKTG 311H","Marketing Management","4","MKTG","311H"
"2296","MKTG 390","Marketing Research","4","MKTG","390"
"2297","MKTG 401","Research: [Topic]","1-21","MKTG","401"
"2298","MKTG 405","Special Problems: [Topic]","1-12","MKTG","405"
"2299","MKTG 406","Practicum: [Topic]","1-12","MKTG","406"
"2300","MKTG 407","Seminar: [Topic]","4","MKTG","407"
"2301","MKTG 409","Terminal Project","1-12","MKTG","409"
"2302","MKTG 410","Experimental Course: [Topic]","1-4","MKTG","410"
"2303","MKTG 415","Marketing Analytics","4","MKTG","415"
"2304","MKTG 420","Marketing Communications","4","MKTG","420"
"2305","MKTG 435","Consumer Behavior","4","MKTG","435"
"2306","MKTG 445","Entrepreneurial Marketing","4","MKTG","445"
"2307","MKTG 465","Digital Marketing","4","MKTG","465"
"2308","MKTG 468","Marketing, Sustainability, and Ethics","4","MKTG","468"
"2309","MKTG 470","International Marketing","4","MKTG","470"
"2310","MKTG 490","Marketing Strategy","4","MKTG","490"
"2311","MATH 101","Foundations of Algebra and Mathematical Modeling","4","MATH","101"
"2312","MATH 105Z","Math in Society","4","MATH","105Z"
"2313","MATH 106","University Mathematics II","4","MATH","106"
"2314","MATH 107","University Mathematics III","4","MATH","107"
"2315","MATH 111Z","Precalculus I: Functions","4","MATH","111Z"
"2316","MATH 112Z","Precalculus II: Trigonometry","4","MATH","112Z"
"2317","MATH 199","Special Studies: [Topic]","1-5","MATH","199"
"2318","MATH 201","Algebra Math Lab","2","MATH","201"
"2319","MATH 202","Geometry Math Lab","2","MATH","202"
"2320","MATH 203","Analysis and Number Theory Math Lab","2","MATH","203"
"2321","MATH 204","Probability and Statistics Math Lab","2","MATH","204"
"2322","MATH 205","Foundations Math Lab","2","MATH","205"
"2323","MATH 206","Combinatorics Math Lab","2","MATH","206"
"2324","MATH 211","Fundamentals of Elementary Mathematics I","4","MATH","211"
"2325","MATH 212","Fundamentals of Elementary Mathematics II","4","MATH","212"
"2326","MATH 213","Fundamentals of Elementary Mathematics III","4","MATH","213"
"2327","MATH 231","Elements of Discrete Mathematics I","4","MATH","231"
"2328","MATH 232","Elements of Discrete Mathematics II","4","MATH","232"
"2329","MATH 241","Calculus for Business and Social Science I","4","MATH","241"
"2330","MATH 242","Calculus for Business and Social Science II","4","MATH","242"
"2331","MATH 246","Calculus for the Biological Sciences I","4","MATH","246"
"2332","MATH 247","Calculus for the Biological Sciences II","4","MATH","247"
"2333","MATH 251","Calculus I","4","MATH","251"
"2334","MATH 252","Calculus II","4","MATH","252"
"2335","MATH 253","Calculus III","4","MATH","253"
"2336","MATH 256","Introduction to Differential Equations","4","MATH","256"
"2337","MATH 261","Calculus with Theory I","4","MATH","261"
"2338","MATH 281","Several-Variable Calculus I","4","MATH","281"
"2339","MATH 282","Several-Variable Calculus II","4","MATH","282"
"2340","MATH 307","Introduction to Proof","4","MATH","307"
"2341","MATH 316","Fundamentals of Analysis I","4","MATH","316"
"2342","MATH 317","Fundamentals of Analysis II","4","MATH","317"
"2343","MATH 320","Theory of Differential Equations","4","MATH","320"
"2344","MATH 341","Elementary Linear Algebra","4","MATH","341"
"2345","MATH 342","Elementary Linear Algebra","4","MATH","342"
"2346","MATH 343","Statistical Models and Methods","4","MATH","343"
"2347","MATH 345M","Probability and Statistics for Data Science","4","MATH","345M"
"2348","MATH 347","Fundamentals of Number Theory I","4","MATH","347"
"2349","MATH 348","Fundamentals of Number Theory II","4","MATH","348"
"2350","MATH 351","Elementary Numerical Analysis I","4","MATH","351"
"2351","MATH 352","Elementary Numerical Analysis II","4","MATH","352"
"2352","MATH 391","Fundamentals of Abstract Algebra I","4","MATH","391"
"2353","MATH 392","Fundamentals of Abstract Algebra II","4","MATH","392"
"2354","MATH 394","Geometries from an Advanced Viewpoint I","4","MATH","394"
"2355","MATH 395","Geometries from an Advanced Viewpoint II","4","MATH","395"
"2356","MATH 397","History and Applications of Calculus","4","MATH","397"
"2357","MATH 399","Special Studies: [Topic]","1-5","MATH","399"
"2358","MATH 401","Research: [Topic]","1-21","MATH","401"
"2359","MATH 403","Thesis","1-4","MATH","403"
"2360","MATH 405","Reading and Conference: [Topic]","1-4","MATH","405"
"2361","MATH 407","Seminar: [Topic]","1-4","MATH","407"
"2362","MATH 410","Experimental Course: [Topic]","1-5","MATH","410"
"2363","MATH 411","Functions of a Complex Variable I","4","MATH","411"
"2364","MATH 412","Functions of a Complex Variable II","4","MATH","412"
"2365","MATH 413","Introduction to Analysis I","4","MATH","413"
"2366","MATH 414","Introduction to Analysis II","4","MATH","414"
"2367","MATH 415","Introduction to Analysis III","4","MATH","415"
"2368","MATH 421M","Partial Differential Equations: Fourier Analysis I","4","MATH","421M"
"2369","MATH 422","Partial Differential Equations: Fourier Analysis II","4","MATH","422"
"2370","MATH 425","Statistical Methods I","4","MATH","425"
"2371","MATH 431","Introduction to Topology I","4","MATH","431"
"2372","MATH 432","Introduction to Topology II","4","MATH","432"
"2373","MATH 433","Introduction to Differential Geometry","4","MATH","433"
"2374","MATH 434","Introduction to Topology III","4","MATH","434"
"2375","MATH 441","Linear Algebra","4","MATH","441"
